name,com_available,inventory,verdict,source,checked
Compassmark,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Compasspath,true,Premium,PREMIUM_OUT_OF_BUDGET,godaddy-mcp,2026-09-17
Keylot,true,Premium,PREMIUM_OUT_OF_BUDGET,godaddy-mcp,2026-09-17
Keybasis,true,Premium,PREMIUM_OUT_OF_BUDGET,godaddy-mcp,2026-09-17
Keymark,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Keypath,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Chartlot,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Chartbasis,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Chartpath,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Chartmark,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Anchorlot,true,Premium,PREMIUM_OUT_OF_BUDGET,godaddy-mcp,2026-09-17
Anchorbasis,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Anchorpath,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Bridgelot,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Bridgepath,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Routelot,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Routebasis,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Traillot,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Trailbasis,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Gatelot,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Fairparity,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Fairlot,true,Premium,PREMIUM_OUT_OF_BUDGET,godaddy-mcp,2026-09-17
Fairmark,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Fairpath,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Fairbook,true,Premium,PREMIUM_OUT_OF_BUDGET,godaddy-mcp,2026-09-17
Openlot,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Openmark,true,Premium,PREMIUM_OUT_OF_BUDGET,godaddy-mcp,2026-09-17
Openpath,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Openbasis,true,Premium,PREMIUM_OUT_OF_BUDGET,godaddy-mcp,2026-09-17
Levellot,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Levelmark,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Levelpath,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Levelparity,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Plainlot,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Plainmark,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Plainpath,true,Premium,PREMIUM_OUT_OF_BUDGET,godaddy-mcp,2026-09-17
Plainbasis,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Evenlot,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Evenpath,true,Premium,PREMIUM_OUT_OF_BUDGET,godaddy-mcp,2026-09-17
Evenmark,true,Premium,PREMIUM_OUT_OF_BUDGET,godaddy-mcp,2026-09-17
Quietpath,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Quietlot,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Velantris,true,Premium,PREMIUM_OUT_OF_BUDGET,godaddy-mcp,2026-09-17
Corvalta,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Mirandel,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Solantis,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Verandis,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Talorina,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Kelvarra,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Ondrevia,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Sarvenia,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Lumarest,true,Premium,PREMIUM_OUT_OF_BUDGET,godaddy-mcp,2026-09-17
Novaleth,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Tervaldi,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Pelantis,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Marentis,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Orvantis,true,Premium,PREMIUM_OUT_OF_BUDGET,godaddy-mcp,2026-09-17
Calvenia,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Dravenia,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Selvantis,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Thovaris,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Amberlis,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Estavana,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Norvanta,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Cedarlot,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Cedarbasis,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Willowlot,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Willowbasis,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Birchlot,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Aspenlot,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Elmlot,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Cottagelot,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Meadowmark,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Meadowpath,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Orchardpath,true,Premium,PREMIUM_OUT_OF_BUDGET,godaddy-mcp,2026-09-17
Orchardbasis,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Ferrypath,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Ferrymark,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Ridgepath,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Ridgebasis,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Quarrybasis,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Kilnlot,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Holdlot,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Holdbasis,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Holdpath,true,Premium,PREMIUM_OUT_OF_BUDGET,godaddy-mcp,2026-09-17
Keeplot,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Keepbasis,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Ownlot,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Ownbasis,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Ownpath,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Steerlot,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Steerbasis,true,Standard,CLEAR,godaddy-mcp,2026-09-17
Steerpath,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
Claimbasis,false,NO_EXACT_MATCH,BLOCKED_TAKEN,godaddy-mcp,2026-09-17
